id,category_group,name,price,brand,color,rating,sold_qty,url,image
337420,Laptop,"Laptop HP 245 G10 - B8PF9AT (R5 7530U, 8GB, 512GB, Full HD, Win11)",19290000,HP,Bạc,4.9,"Đã bán 7,3k",https://www.thegioididong.com/laptop/hp-245-g10-r5-b8pf9at,
364859,Laptop,"Laptop Dell 15 DC15250 - 71092479 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",22990000,Dell,Bạc,5,"Đã bán 1,4k",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-71092479,
368189,Laptop,"Laptop SingPC M16-i382 (i3 1215U, 8GB, 256GB, WUXGA, Win11 Pro)",13490000,SingPC,Bạc,5,Đã bán 532,https://www.thegioididong.com/laptop/singpc-m16-i382-i3-1215u?utm_flashsale=1,
363263,Laptop,"Laptop Acer Aspire Go 15 AG15-72P-500W - NX.JRRSV.007 (Core 5 120U, 16GB, 512GB, Full HD, Win11)",19990000,Acer,Bạc,5,Đã bán 521,https://www.thegioididong.com/laptop/acer-aspire-go-15-ag15-72p-500w-core-5-120u-nx-jrrsv-007,
366746,Laptop,"Laptop Lenovo IdeaPad Slim 3 15ARP10 - 83K700YUVN (R5 7535HS, 16GB, 512GB, WUXGA, Win11)",21490000,Lenovo,Xám,4.9,"Đã bán 1,4k",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15arp10-r5-7535hs-83k700yuvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/366746/lenovo-ideapad-slim-3-15arp10-r5-7535hs-83k700yuvn-thumb-639135011549694205-600x600.jpg
367376,Laptop,"Laptop Acer Aspire Lite 15 AL15-49P-R6XX - NX.DRZSV.002 (R5 7430U, 8GB, 512GB, Full HD, Win11)",18690000,Acer,Bạc,5,Đã bán 238,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-49p-r6xx-r5-7430u-nx-drzsv-002,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/367376/acer-aspire-lite-15-al15-49p-r6xx-r5-7430u-nx-drzsv-002-thumb-639167109436766259-600x600.jpg
363507,Laptop,Laptop MacBook Air 15 inch M5 16GB/512GB 70W,41290000,MacBook,Xanh đen,5,Đã bán 145,https://www.thegioididong.com/laptop/macbook-air-15-inch-m5-16gb-512gb-70w,https://cdn.tgdd.vn/Products/Images/44/363507/macbook-air-15-inch-m5-16gb-512gb-70w-xanh-den-600x600.jpg
342941,Laptop,"Laptop MSI Modern 15 F13MG - 667VN_16GB (i5 1334U, 16GB, 512GB, Full HD, Win11)",18190000,MSI,Bạc,5,Đã bán 1k,https://www.thegioididong.com/laptop/msi-modern-15-f13mg-i5-1334u-667vn-16gb,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342941/msi-modern-15-f13mg-i5-1334u-667vn-16gb-thumb-2-638981132535627040-600x600.jpg
360420,Laptop,"Laptop Asus Vivobook 15 X1504VA - BQ295W (Core 7 150U, 16GB, 512GB, Full HD, Win11)",22090000,Asus,Bạc,5,"Đã bán 1,5k",https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-core-7-150u-bq295w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360420/asus-vivobook-15-x1504va-core-7-150u-bq295w-thumb-639016922618560744-600x600.jpg
358078,Laptop,"Laptop HP OmniBook 5 Flip 14 fp0057TU - BZ7Q6PA (Core 5 120U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",26490000,HP,Bạc,5,"Đã bán 1,7k",https://www.thegioididong.com/laptop/hp-omnibook-5-flip-14-fp0057tu-core-5-120u-bz7q6pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/358078/hp-omnibook-5-flip-14-fp0057tu-core-5-120u-bz7q6pa-thumb-2-639029106959306955-600x600.jpg
338204,Laptop,"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",26490000,HP,Đen,4.9,"Đã bán 2,6k",https://www.thegioididong.com/laptop/hp-victus-15-fa2731tx-i5-b85lnpa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338204/hp-victus-15-fa2731tx-i5-b85lnpa-thumb-638833321610397298-600x600.jpg
362620,Laptop,"Laptop Asus Vivobook Go 15 E1504FA - BQ374W (R5 40, 8GB, 512GB, Full HD, Win11)",18890000,Asus,Bạc,5,"Đã bán 1,8k",https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-40-bq374w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362620/asus-vivobook-go-15-e1504fa-r5-40-bq374w-thumb-2-639058215406164553-600x600.jpg
357990,Laptop,"Laptop Dell 15 DC15250 - CPH99 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365B, Win11)",22490000,Dell,Bạc,5,"Đã bán 2,7k",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-cph99,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/357990/dell-15-dc15250-i5-1334u-cph99-thumb-638967241287160500-600x600.jpg
362621,Laptop,"Laptop Asus TUF Gaming FA506NCQ - HN005W (R7 170, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",27490000,Asus,Đen,5,"Đã bán 1,8k",https://www.thegioididong.com/laptop/asus-tuf-gaming-fa506ncq-r7-170-hn005w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362621/asus-tuf-gaming-fa506ncq-r7-170-hn005w-thumb-639059676707947017-600x600.jpg
363903,Laptop,"Laptop Lenovo Gaming LOQ 15ARP10 - 83S000CNVN (R7 170, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",29490000,Lenovo,Xám,5,Đã bán 763,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15arp10-r7-170-83s000cnvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/363903/lenovo-gaming-loq-15arp10-r7-170-83s000cnvn-thumb-639088378609730153-600x600.jpg
366090,Laptop,"Laptop Acer Aspire Go 15 AG15-52P-52WT - NX.JWKSV.001 (Ultra 5 115U, 16GB, 512GB, Full HD, Win11)",22990000,Acer,Bạc,5,Đã bán 140,https://www.thegioididong.com/laptop/acer-aspire-go-15-ag15-52p-52wt-ultra-5-115u-nx-jwksv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/366090/acer-aspire-go-15-ag15-52p-52wt-ultra-5-115u-nx-jwksv-001-thumb-639124658569510271-600x600.jpg
368211,Laptop,"Laptop Lenovo Ideapad Slim 3 15IWC11 - 83RR00CVVN (Core 5 320, 8GB, 512GB, WUXGA, Win11)",19190000,Lenovo,Xám,5,Đã bán 723,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iwc11-core-5-320-83rr00cvvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/368211/lenovo-ideapad-slim-3-15iwc11-core-5-320-83rr00cvvn-thumb-639177374828961305-600x600.jpg
341267,Laptop,"Laptop HP OmniBook 5 AI 16 af1048TU - BZ7Q9PA (Ultra 5 225U, 16GB, 512GB, WUXGA, OfficeH24, Win11)",25990000,HP,Bạc,5,"Đã bán 1,3k",https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341267/hp-omnibook-5-ai-16-af1048tu-ultra-5-225u-bz7q9pa-thumb-3-638978666563774802-600x600.jpg
360690,Laptop,"Laptop Dell 14 DC14250 - DC4C5386W (Core 5 120U, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",26990000,Dell,Bạc,5,Đã bán 2k,https://www.thegioididong.com/laptop/dell-14-dc14250-core-5-120u-dc4c5386w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360690/dell-14-dc14250-core-5-120u-dc4c5386w-thumb-639027406591081421-600x600.jpg
368656,Laptop,"Laptop Acer Gaming Aspire 7 A715-59G-59RD - NH.DXUSV.001 (Core 5 210H, 16GB, 512GB, RTX 3050 4GB, Fulll HD 144Hz, Win11)",26990000,Acer,Đen,5,Đã bán 579,https://www.thegioididong.com/laptop/acer-gaming-aspire-7-a715-59g-59rd-core-5-210h-nh-dxusv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/368656/acer-gaming-aspire-7-a715-59g-59rd-core-5-210h-nh-dxusv-001-thumb-639186880778742734-600x600.jpg
365310,Laptop,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU-27 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",22990000,Dell,Bạc,5,"Đã bán 1,2k",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu-27,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/365310/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu-27-thumb-639116750273813116-600x600.jpg
362398,Laptop,"Laptop HP 15 fd1486TU - D0BH3PA (Ultra 5 125H, 24GB, 512GB, Full HD, Win11)",23990000,HP,Vàng,5,"Đã bán 1,2k",https://www.thegioididong.com/laptop/hp-15-fd1486tu-ultra-5-125h-d0bh3pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362398/hp-15-fd1486tu-ultra-5-125h-d0bh3pa-thumb-639053708522941531-600x600.jpg
368210,Laptop,"Laptop Lenovo IdeaPad Slim 3 15IWC11 - 83RR00AAVN (Core 5 320, 16GB, 512GB, WUXGA, Win11)",22990000,Lenovo,Xám,5,Đã bán 464,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iwc11-core-5-320-83rr00aavn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/368210/lenovo-ideapad-slim-3-15iwc11-core-5-320-83rr00aavn-thumb-639177342871449623-600x600.jpg
368192,Laptop,"Laptop SingPC M16-i595 (i5 1235U, 16GB, 512GB, WUXGA, Win11 Pro)",17390000,SingPC,Vàng Nhạt,,Đã bán 92,https://www.thegioididong.com/laptop/singpc-m16-i595-i5-1235u,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/368192/singpc-m16-i595-i5-1235u-100826-102009-960-600x600.jpg
366087,Laptop,"Laptop Acer Aspire Lite 15 AL15-21P-R91W - NX.DNRSV.002 (R5 40, 16GB, 512GB, Full HD, Win11)",19990000,Acer,Bạc,5,Đã bán 336,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-21p-r91w-r5-40-nx-dnrsv-002,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/366087/acer-aspire-lite-15-al15-21p-r91w-r5-40-nx-dnrsv-002-thumb-639124668970737654-600x600.jpg
369645,Laptop,"Laptop Acer Nitro ProPanel ANV15-52-50RB - NH.QUASV.002 (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",33490000,Acer,Đen,,,https://www.thegioididong.com/laptop/acer-nitro-propanel-anv15-52-50rb-core-5-210h-nh-quasv-002,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/369645/acer-nitro-propanel-anv15-52-50rb-core-5-210h-nh-quasv-002-thumb-639200108930160685-600x600.jpg
363492,Laptop,Laptop MacBook Pro 16 inch M5 Pro 48GB/1TB,95990000,MacBook,Bạc,5,Đã bán 39,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m5-pro-48gb-1tb,https://cdn.tgdd.vn/Products/Images/44/363492/macbook-pro-16-inch-m5-pro-48gb-1tb-bac-thumb-600x600.jpg
360295,Laptop,"Laptop Acer Gaming Predator Helios Neo 16 AI PHN16 73 757W - NH.QVQSV.001 (Ultra 7 255HX, 32GB, 1TB, RTX 5060 8GB, 2K+ 240Hz, Win11)",60990000,Acer,Đen,,Đã bán 4,https://www.thegioididong.com/laptop/acer-gaming-predator-helios-neo-16-ai-phn16-73-757w-nh-qvqsv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360295/acer-gaming-predator-helios-neo-16-ai-phn16-73-757w-nh-qvqsv-001-thumb-639011583719481626-600x600.jpg
362024,Laptop,"Laptop Dell Pro 14 Essential PV14250 - PV14250-120U-16512W-BL (Core 5 120U, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",27990000,Dell,Xanh Đậm,5,"Đã bán 1,4k",https://www.thegioididong.com/laptop/dell-pro-14-essential-pv14250-core-5-120u-pv14250-120u-16512w-bl,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362024/dell-pro-14-essential-pv14250-core-5-120u-pv14250-120u-16512w-bl-thumb-639046727854987975-600x600.jpg
362410,Laptop,"Laptop Asus Vivobook 14 X1407CA - LY008W (Ultra 5 225H, 16GB, 512GB, WUXGA, Win11)",22190000,Asus,Bạc,5,"Đã bán 1,2k",https://www.thegioididong.com/laptop/asus-vivobook-14-x1407ca-ultra-5-225h-ly008w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362410/asus-vivobook-14-x1407ca-ultra-5-225h-ly008w-thumb-639057861785762557-600x600.jpg
341623,Laptop,"Laptop HP Gaming VICTUS 15 fb3116AX - BX8U4PA (R7 7445HS, 16GB, 512GB, RTX3050 6GB, Full HD 144Hz, Win11)",26490000,HP,Đen,5,"Đã bán 1,1k",https://www.thegioididong.com/laptop/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341623/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa-thumb01-638899050739008488-600x600.jpg
368208,Laptop,"Laptop Lenovo IdeaPad Slim 3 14IWC11 - 83RQ002PVN (Core 5 320, 8GB, 512GB, WUXGA, Win11)",18990000,Lenovo,Xám,5,Đã bán 414,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14iwc11-core-5-320-83rq002pvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/368208/lenovo-ideapad-slim-3-14iwc11-core-5-320-83rq002pvn-thumb-639172171948435449-600x600.jpg
362406,Laptop,"Laptop Asus Vivobook Go 15 E1504FA - BQ350W (R5 40, 16GB, 512GB, Full HD, Win11)",20790000,Asus,Bạc,4.9,"Đã bán 1,2k",https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-40-bq350w,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362406/asus-vivobook-go-15-e1504fa-r5-40-bq350w-thumb-639057642463867778-600x600.jpg
340562,Laptop,"Laptop Dell 15 DC15250 - DC5I7748W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",25490000,Dell,Bạc,4.9,"Đã bán 4,7k",https://www.thegioididong.com/laptop/dell-15-dc15250-i7-dc5i7748w1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340562/dell-15-dc15250-i7-dc5i7748w1-638900114799182560-600x600.jpg
340484,Laptop,"Laptop HP Probook 455 G10 - B8PG7AT (R5 7530U, 16GB, 512GB, Full HD, Win11)",19990000,HP,Bạc,4.9,"Đã bán 2,4k",https://www.thegioididong.com/laptop/hp-probook-455-g10-r5-b8pg7at,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340484/hp-probook-455-g10-r5-b8pg7at-638900119673112884-600x600.jpg
366745,Laptop,"Laptop Lenovo IdeaPad Slim 3 14ARP10 - 83K600E6VN (R5 7535HS, 16GB, 512GB, WUXGA, Win11)",21390000,Lenovo,Xám,5,Đã bán 768,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14arp10-r5-7535hs-83k600e6vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/366745/lenovo-ideapad-slim-3-14arp10-r5-7535hs-83k600e6vn-thumb-639140579943537651-600x600.jpg
342758,Laptop,"Laptop Asus Vivobook S16 S3607VA - RP155WS (Core 5 210H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",21990000,Asus,Bạc,4.9,"Đã bán 2,3k",https://www.thegioididong.com/laptop/asus-vivobook-s16-s3607va-core-5-210h-rp155ws,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342758/asus-vivobook-s16-s3607va-core-5-210h-rp155ws-thumb-638919139295786834-600x600.jpg
366823,Laptop,"Laptop Acer Gaming Nitro ProPanel ANV16-72-71T9 - NH.QUNSV.001 (Core 7 240H, 16GB, 512GB, RTX 5060 8GB, WUXGA 180Hz, Win11)",43990000,Acer,Đen,,Đã bán 1,https://www.thegioididong.com/laptop/acer-gaming-nitro-propanel-anv16-72-71t9-core-7-240h-nh-qunsv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/366823/acer-gaming-nitro-propanel-anv16-72-71t9-core-7-240h-nh-qunsv-001-thumb-639141099405095592-600x600.jpg
335554,Laptop,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV003CVN (i5 13450HX, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",29790000,Lenovo,Xám,5,"Đã bán 3,1k",https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i5-83dv003cvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/335554/lenovo-loq-15irx9-i5-83dv003cvn-638828191874856424-600x600.jpg
337044,Laptop,"Laptop HP Pavilion 16 af0055TU - AY8C4PA (Ultra 5 125U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)",22390000,HP,Bạc,5,"Đã bán 2,8k",https://www.thegioididong.com/laptop/hp-pavilion-16-af0055tu-ultra-5-ay8c4pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337044/hp-pavilion-16-af0055tu-ultra-5-ay8c4pa-thumb-638828179749624956-600x600.jpg
366086,Laptop,"Laptop Acer Aspire Lite 15 AL15-46P-R73C - NX.JXMSV.001 (R3 5400U, 8GB, 512GB, Full HD, Win11)",15990000,Acer,Bạc,5,Đã bán 1k,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-46p-r73c-r3-5400u-nx-jxmsv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/366086/acer-aspire-lite-15-al15-46p-r73c-r3-5400u-nx-jxmsv-001-thumb-639125386869694783-600x600.jpg
340561,Laptop,"Laptop Dell 15 DC15250 - DC5I5357W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",22490000,Dell,Bạc,5,"Đã bán 4,2k",https://www.thegioididong.com/laptop/dell-15-dc15250-i5-dc5i5357w1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340561/dell-15-dc15250-i5-dc5i5357w1-638900114676211077-600x600.jpg
339682,Laptop,"Laptop Dell Inspiron 14 5441 - 5MNK1 (X1P 64 100, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)",25990000,Dell,Xám,4.9,Đã bán 509,https://www.thegioididong.com/laptop/dell-inspiron-14-5441-x1p-64-100-5mnk1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/339682/dell-inspiron-14-5441-x1p-64-100-5mnk1-638895760313087821-600x600.jpg
341624,Laptop,"Laptop HP Gaming VICTUS 15 fb3115AX - BX9C9PA (R7 7445HS, 16GB, 512GB, RTX4050 6GB, Full HD 144Hz, Win11)",29990000,HP,Đen,5,Đã bán 527,https://www.thegioididong.com/laptop/hp-victus-15-fb3115ax-r7-7445hs-bx9c9pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341624/hp-victus-15-fb3115ax-r7-7445hs-bx9c9pa-thumb-638899046284890217-600x600.jpg
342524,Laptop,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",29290000,Lenovo,Xám,4.9,"Đã bán 1,2k",https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i5-83dv01anvn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342524/lenovo-gaming-loq-15irx9-i5-83dv01anvn-thumb-638913705000350912-600x600.jpg
341607,Laptop,"Laptop Acer Gaming Nitro ProPanel ANV15 52 72BM - NH.QZ9SV.004 (i7 13620H, 16GB, 512GB, RTX5050 8GB, Full HD 180Hz, Win11)",36990000,Acer,Đen,5,Đã bán 197,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-52-72bm-i7-13620h-nh-qz9sv-004,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341607/acer-nitro-v-15-propanel-anv15-52-72bm-i7-13620h-nh-qz9sv-004-thumb-638899014448776181-600x600.jpg
360298,Laptop,"Laptop Acer Gaming Nitro ProPanel AN16S 61 R193 - NH.QXTSV.001 (R9 AI 365, 16GB, 512GB, RTX 5070 8GB, 2K+ 180Hz, Win11)",59990000,Acer,Đen,,Đã bán 1,https://www.thegioididong.com/laptop/acer-gaming-nitro-16s-ai-propanel-an16s-61-r193-r9-ai-365-nh-qxtsv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360298/acer-gaming-nitro-16s-ai-propanel-an16s-61-r193-r9-ai-365-nh-qxtsv-001-thumb-3-639020844558265192-600x600.jpg
368655,Laptop,"Laptop Acer Aspire Lite 16 AL16-71P-582Q - NX.DRSSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+ 120Hz, Win11)",24990000,Acer,Bạc,,Đã bán 11,https://www.thegioididong.com/laptop/acer-aspire-lite-16-al16-71p-582q-ultra-5-125h-nx-drssv-001,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/368655/acer-aspire-lite-16-al16-71p-582q-ultra-5-125h-nx-drssv-001-thumb-639185397036068917-600x600.jpg
364183,Laptop,"Laptop Asus VivoBook Go 14 E1404FA - EB945W (R5 40, 16GB, 512GB, Full HD, Win11)",20690000,Asus,Bạc,5,"Đã bán 1,2k",https://www.thegioididong.com/laptop/asus-vivobook-go-14-e1404fa-r5-40-eb945w,
367346,Laptop,"Laptop Dell 14 DC14250 - DC14250-C3U085W11SLU-27 (Core 3 100U, 8GB, 512GB, Full HD+, OfficeH24+365, Win11)",18990000,Dell,Bạc,5,Đã bán 712,https://www.thegioididong.com/laptop/dell-14-dc14250-core-3-100u-dc14250-c3u085w11slu-27,
341266,Laptop,"Laptop HP OmniBook 5 AI 16 af1046TU - BZ7Q8PA (Ultra 5 225U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",26990000,HP,Bạc,5,Đã bán 727,https://www.thegioididong.com/laptop/hp-omnibook-5-ai-16-af1046tu-ultra-5-225u-bz7q8pa,
365624,Laptop,"Laptop HP 15 fd1487TU - D0BH4PA (Ultra 5 125H, 24GB, 512GB, Full HD, Win11)",23990000,HP,Bạc,5,Đã bán 507,https://www.thegioididong.com/laptop/hp-15-fd1487tu-ultra-5-125h-d0bh4pa,
338320,Laptop,"Laptop Asus Vivobook S14 S3407CA - LY095WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",23590000,Asus,Xám,4.9,"Đã bán 1,9k",https://www.thegioididong.com/laptop/asus-s3407ca-ultra-5-ly095ws,
360692,Laptop,"Laptop Dell 15 DC15250 - 71084747 (i7 1355U, 16GB, 512GB, Full HD 120 Hz, OfficeHS24+365, Win11)",25490000,Dell,Bạc,5,Đã bán 1k,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71084747,
366992,Laptop,"Laptop Acer Aspire Lite 15 AL15-48P-R86Q - NX.DS1SV.002 (R7 5825U, 8GB, 512GB, Full HD, Win11)",18990000,Acer,Bạc,5,Đã bán 180,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-48p-r86q-r7-5825u-nx-ds1sv-002,
334446,Laptop,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000FVN (i7 13620H, 24GB, 512GB, WUXGA, Win11)",23390000,Lenovo,Xám,4.9,"Đã bán 3,4k",https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000fvn,
333421,Laptop,"Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU - NX.J2SSV.005 (i7 1355U, 16GB, 512GB, Full HD+, Win11)",19990000,Acer,Bạc,4.9,"Đã bán 1,2k",https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005,
341601,Laptop,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R0FE - NH.QPFSV.005 (R7 7735HS, 16GB, 512GB, RTX 3050 6GB, Full HD 180Hz, Win11)",29990000,Acer,Đen,5,Đã bán 194,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r0fe-r7-7735hs-nh-qpfsv-005,
339954,Laptop,"Laptop MSI Modern 14 F1MG - 432VN (Core 5 120U, 16GB, 512GB, Full HD, Win11)",20890000,MSI,Bạc,5,Đã bán 119,https://www.thegioididong.com/laptop/msi-modern-14-f1mg-core-5-432vn,
327707,Laptop,"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",29990000,MSI,Đen,5,Đã bán 872,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,
363257,Laptop,"Laptop Asus VivoBook 16 X1607CA - MB980W (Ultra 5 225H, 16GB, 512GB, WUXGA, Win11)",22190000,Asus,Bạc,5,Đã bán 1k,https://www.thegioididong.com/laptop/asus-x1607ca-ultra-5-225h-mb980w,
369911,Laptop,"Laptop Dell 15 DC15255 - X9YM42 (R7 7730U, 16GB, 1TB, Full HD 120Hz, OfficeH24+36, Win11)",29890000,Dell,Bạc,,,https://www.thegioididong.com/laptop/dell-15-dc15255-r7-7730u-x9ym42,
367684,Laptop,"Laptop Lenovo IdeaPad Slim 3 14IPH11 - 83UQ003NVN (Ultra 5 322, 16GB, 512GB, WUXGA, Win11)",23690000,Lenovo,Xám,5,Đã bán 291,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-14iph11-ultra-5-322-83uq003nvn,
362026,Laptop,"Laptop Dell 15 DC15250 - DC5I7952W1 (i7 1355U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",25490000,Dell,Bạc,5,"Đã bán 1,1k",https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc5i7952w1,
363690,Laptop,"Laptop MSI Gaming Cyborg 15 A13UC - 2088VN (i5 13420H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",26090000,MSI,Đen,5,Đã bán 406,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a13uc-i5-13420h-2088vn,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/363690/msi-gaming-cyborg-15-a13uc-i5-13420h-2088vn-thumb-639086610086503435-600x600.jpg
325691,Laptop,"Laptop HP 15 fd0015TU - A19C5PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",21990000,HP,Vàng,4.9,"Đã bán 6,4k",https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325691/hp-15-fd0015tu-i7-a19c5pa-170225-110311-023-600x600.jpg
